,uuid,user_name,text_clean,mentions_name
567323,1060723812460675102, hate2doit ,we already made this movie,[' ThickGary Dell Abate G.E.D.']
567324,1060723831565713509, LevissimusRyan , towelie,['towelie']
567325,1060723836074606675, towelie ,i forgot this joke wouldnt work with you,['Levissimus Ryan ']
567326,1060723849651560468, nyx , Shazee wanna roll 2mill ,['Shazee']
567327,1060723860368015390, TheTriggered ,If there is no God then we have no rights,
567328,1060723862729396324, CAPT T. FRAUD ,Yes and no,['TheTriggered']
567329,1060723888746668123, TheTriggered ,Only what little the government allows,
567330,1060723900163575948, ThickGary Dell Abate G.E.D. ,yeah but irl would be better,['hate2doit']
567331,1060723919482531850, CAPT T. FRAUD ,Our rights are from divine intervention,
567332,1060723938046521365, towelie ,EVERYONE PICK UP A BIBLE AND JOIN ME,['TheTriggered']
567333,1060723954370752643, Chet ,Death penalty ends up costing the gov more money than life in prison. The trials and appeals are much more expensive.,
567334,1060723980044095568, towelie ,WERE FINDING GOD,
567335,1060723986432016435, towelie ,LETS GO,
567336,1060723986650112051, elrizzabeth ,THE WORD IS MY SWORD,
567337,1060724004375248946, towelie ,CHRIST IS LORD,
567338,1060724009265795092, towelie ,CHRIST,
567339,1060724011727859713, towelie ,IS,
567340,1060724015368507522, towelie ,LORD,
567341,1060724036486828032, .Weissest ,Wait,
567342,1060724037107601468, CAPT T. FRAUD , ,['Chet']
567343,1060724037111775292, ThickGary Dell Abate G.E.D. ,keeping people in prison for life is a financial mistake,
567344,1060724039754194956, LevissimusRyan ,Then don t let them appeal lmao,['Chet']
567345,1060724046314078229, .Weissest ,I like Jesus,
567346,1060724050869104731, ThickGary Dell Abate G.E.D. ,let them fight for their life,
567347,1060724068111876117, CAPT T. FRAUD ,This,['Levissimus Ryan ']
567348,1060724070259359774, towelie ,Our Father,
567349,1060724081298776134, towelie ,Who Art in heaven,
567350,1060724087867048047, elrizzabeth ,This is so fun LOL ,['.Weissest']
567351,1060724088626229299, ThickGary Dell Abate G.E.D. ,its expensive to feed a prisoner for 365 days,
567352,1060724091260260463, ChiefEagly ,you mean the guy who poured the gasoline on the kids and lit the hay bails in the house on fire ya I think he probably shouldn t have had access to guns.,['CAPT T. FRAUD']
567353,1060724124621746267, elrizzabeth ,Hallowed be thy name,
567354,1060724143168954529, towelie ,thy kingdom come,
567355,1060724162483736616, CAPT T. FRAUD ,HAHAH THIS NIGGA THINKS THE ATF DIDNT DO IT,['ChiefEagly']
567356,1060724185250418799, .Weissest ,Jesus is a real one. He always there for me.,
567357,1060724188391952446, towelie ,they will be done,
567358,1060724190526836746, CAPT T. FRAUD ,NO WAY,
567359,1060724193752264754, elrizzabeth ,I know the whole thing but I don t wanna be cringe,
567360,1060724203436908615, elrizzabeth , kekw ,
567361,1060724223242412062, nyx ,Thy will be done on earth,
567362,1060724234889986058, towelie ,on earth as it is in heaven,
567363,1060724261276368946, towelie ,give us this day our daily bread,
567364,1060724271065862144, mushu ,Getting insider trading tips,['Levissimus Ryan ']
567365,1060724307573080076, nyx ,Thy kingdom come,
567366,1060724313331863552, towelie ,you re going against the word of god by calling it cringe,['elrizzabeth']
567367,1060724344491360317, elrizzabeth , weirdkekw ,['towelie']
567368,1060724348735995974, dariene ,and forgive those who trespass against us,
567369,1060724353970470912, nyx ,Amen.,
567370,1060724381300563988, TheTriggered ,Depends on where. Of they are in a state that requires them to work they end up doing something like license plate manufacturing. Inmates provide labor and are not a complete burden.,[' ThickGary Dell Abate G.E.D.']
567371,1060724389546561536, towelie ,and lead us not into tempation,
567372,1060724401022193725, CAPT T. FRAUD ,Forgive when they 6 below nigga,['dariene']
567373,1060724415773560893, ChiefEagly ,you fuckers are way too easy.,
567374,1060724420399878324, TheTriggered ,If they are in a state that will make them work,
567375,1060724440759029830, ChiefEagly ,jesus H loving christ.,
567376,1060724470697951314, nyx ,By into thy ever lasting life.,
567377,1060724472769945700, RighteousandWrath22 ,Baking got a new dress and told me to zip it. I didn t say anything though.,
567378,1060724473453613116, elrizzabeth ,You re stupid,['ChiefEagly']
567379,1060724474120511649, LevissimusRyan ,Onze Vader die in de hemelen zijt ,
567380,1060724488511168583, towelie ,but deliver us from evil,
567381,1060724491635925032, towelie ,amen,
567382,1060724493208801371, LevissimusRyan ,uw naam worde geheiligd ,
567383,1060724516302618684, LevissimusRyan ,uw Koninkrijk kome ,
567384,1060724533486694442, LevissimusRyan ,uw wil geschiede ,
567385,1060724537836175481, elrizzabeth ,For thine is the kingdom,
567386,1060724549357928589, LevissimusRyan ,gelijk in de hemel alsook op aarde.,
567387,1060724554529513543, CAPT T. FRAUD ,Bro what in the kraut is this,
567388,1060724556278538301, mik ,,
567389,1060724571793264710, CAPT T. FRAUD ,Shut up fritz,
567390,1060724572653109308, LevissimusRyan ,Geef ons heden ons dagelijks brood ,
567391,1060724593389740163, jenna ,and the glory,
567392,1060724595335905301, towelie ,did you break the zipper ,['RighteousandWrath22']
567393,1060724596254449694, LevissimusRyan ,en vergeef ons onze schulden ,
567394,1060724616349352036, LevissimusRyan ,gelijk ook wij vergeven onze schuldenaren ,
567395,1060724620380094586, dariene ,and lead us not into temptation,
567396,1060724632849748019, ChiefEagly ,don t you have some dicks to suck or something ,['elrizzabeth']
567397,1060724635118878740, LevissimusRyan ,en leid ons niet in verzoeking ,
567398,1060724650985930872, nyx ,Levi stop,
567399,1060724656136532079, LevissimusRyan ,maar verlos ons van den boze.,
567400,1060724660737671218, elrizzabeth ,Don t you ,['ChiefEagly']
567401,1060724661387804752, nyx , REEEE ,
567402,1060724675912663200, LevissimusRyan ,Want van U is het Koninkrijk de kracht en de heerlijkheid,
567403,1060724692283043932, LevissimusRyan ,tot in der eeuwigheid.,
567404,1060724705008558171, LevissimusRyan ,Amen.,
567405,1060724716454826104, LevissimusRyan , exit ,
567406,1060724720472952872, elrizzabeth ,Idk what ryan said,
567407,1060724720795914400, dariene ,nos et haec,
567408,1060724730056954037, CAPT T. FRAUD ,Is this Ebonics,
567409,1060724748901957643, ChiefEagly ,I have a dick to get sucked but not by your mouth.,['elrizzabeth']
567410,1060724750365765754, dariene ,tua donne qua,
567411,1060724754375508059, Griff ,even worse,
567412,1060724765247144006, Griff ,it s Dutch,
567413,1060724765263925258, mik ,dead for eternity ,['Levissimus Ryan ']
567414,1060724767562407996, NickJ ,these fuckers cant even agree on quitting,['mik']
567415,1060724786868789249, Griff , kekw ,
567416,1060724792031969331, elrizzabeth ,Ewwwww,['ChiefEagly']
567417,1060724821304033321, CAPT T. FRAUD ,Isn t that s what it s called when I fart under the covers ,['Griff']
567418,1060724821731835954, dariene ,pour christum nostrum,
567419,1060724832767053885, .Weissest ,Jesus is a real one. Ask Jesus for something.,['elrizzabeth']
567420,1060724837909282857, ChiefEagly ,I said no.,['elrizzabeth']
567421,1060724844330758154, LevissimusRyan ,Dutch translation of pater noster,['elrizzabeth']
567422,1060724881576173648, NickJ ,dariene watched 2 episodes of Yellowstone n thinks shes a cowgirl now lmao,
567423,1060724887083307190, elrizzabeth ,Ty trumpsalute ,
567424,1060724914459512933, dariene ,correct,['NickJ']
567425,1060724947334463558, dariene ,4 szns ,
567426,1060725025138815018, NickJ ,and naturally you love beth the mentally unwell one,['dariene']
567427,1060725045028200499, Chet , ,
567428,1060725065802580039, mushu ,,
567429,1060725075470458930, CAPT T. FRAUD ,I watched 1866 1928 Yellowstone and the other one,
567430,1060725080562339860, elrizzabeth ,I dislike Beth. She s an idiot.,
567431,1060725099143123047, ThickGary Dell Abate G.E.D. ,i mean have you had mentally unwell sex,
567432,1060725108190220360, ThickGary Dell Abate G.E.D. ,its actually the best,
567433,1060725108815175811, CAPT T. FRAUD ,Beth a bitch,
567434,1060725125021970452, CAPT T. FRAUD ,Me and my nigga rip,
567435,1060725141291679826, NickJ ,She was cool at first.. now she s a horrible character,['elrizzabeth']
567436,1060725153790689413, nyx ,Reminds me of seth and beth,
567437,1060725177807274034, CAPT T. FRAUD , ,
567438,1060725185029885962, elrizzabeth ,Idk why rip liked her at all,['NickJ']
567439,1060725236410105996, NickJ ,mommy issues,['elrizzabeth']
567440,1060725242248581211, CAPT T. FRAUD ,He is not the brightest,['elrizzabeth']
567441,1060725246962962452, LevissimusRyan ,It s a continuation of the sentence before For thine is the Kingdom the power and the glory. For ever and ever. ,['mik']
567442,1060725276469891262, jenna ,I kinda relate to Beth ngl. Like sometimes people just need put in their places kekw ,
567443,1060725312134066236, mik ,eeuwigheid evighet,
567444,1060725346414117004, elrizzabeth ,She s just so much her energy sucks everything out of the room,
567445,1060725346841940060, dariene , elrizzabeth,['elrizzabeth']
567446,1060725348133773462, CAPT T. FRAUD ,I m like Beth because I like alchoholhol,['jenna     ']
567447,1060725352248377464, LevissimusRyan ,Dutch oven xdd ,['CAPT T. FRAUD']
567448,1060725353687023689, NickJ ,worst character is monica tho,
567449,1060725386494869524, NickJ ,shes either crying or in the hospital,
567450,1060725399933423707, elrizzabeth ,Nah should be panties,['dariene']
567451,1060725407017611354, NickJ ,nothing in between,
567452,1060725436738437160, LevissimusRyan ,yee,['mik']
567453,1060725498642169926, jenna ,I also dated a guy that looked so much like Rip that my iPhone tagged a screenshot from Yellowstone as him,
567454,1060725501125197834, dariene ,i love Rip,['NickJ']
567455,1060725562047483914, NickJ ,ok,['dariene']
567456,1060725575041421393, leash ,oh so when it comes to adjourning the republicans can finally come together on something,
567457,1060725601071267840, dariene , ,
567458,1060725642154491914, mik ,not so fast,['leash']
567459,1060725652329857025, LevissimusRyan , xdd ,['leash']
567460,1060725658558414909, NickJ ,I only like the horses n cows,
567461,1060725700635672696, NickJ ,the wolves too,
567462,1060725715139567657, leash ,finally 218,['mik']
567463,1060725769946529852, Dashie , cozypepe ,
567464,1060725847209812058, Griff ,paying attention to politics would drive a man to drink,
567465,1060725899475046560, leash ,hows the whiskey,['Griff']
567466,1060725915702804603, LevissimusRyan ,PAying would too,['Griff']
567467,1060725919683186818, elrizzabeth ,Almost every dude in Texas looks like this kekw ,['jenna     ']
567468,1060725937265713172, NickJ ,easier to watch hockey,['Griff']
